"","kegg_id","path","mono_mass","biofluids","diseases"
"6151","C00225","hmdb/HMDB33121.xml","256.053403872","
  ",""
"6152","C10688","hmdb/HMDB33122.xml","236.094963016","
  ",""
"6153","C11310","hmdb/HMDB33123.xml","155.073499293","
  ",""
"6154","C11180","hmdb/HMDB33135.xml","199.110947431","
  ",""
"6155","C19186","hmdb/HMDB33141.xml","183.079647303","
  ",""
"6156","C10461","hmdb/HMDB33142.xml","300.099773622","
  ",""
"6157","C18438","hmdb/HMDB33145.xml","424.102584362","
  ",""
"6158","C10907","hmdb/HMDB33147.xml","429.030995153","
  ",""
"6159","C08644","hmdb/HMDB33153.xml","254.057908808","
  ",""
"6160","C14416","hmdb/HMDB33188.xml","197.095297367","
  ",""
"6161","C19331","hmdb/HMDB33206.xml","177.997501013","
  ",""
"6162","C14420","hmdb/HMDB33209.xml","278.020022238","
  ",""
"6163","C02535","hmdb/HMDB33212.xml","109.96347202","
  ",""
"6164","C08839","hmdb/HMDB33214.xml","414.386166222","
  ",""
"6165","C14214","hmdb/HMDB33244.xml","278.151809192","
  ",""
"6166","C06559","hmdb/HMDB33249.xml","187.062473052","
  ",""
"6167","C17492","hmdb/HMDB33253.xml","234.161979948","
  ",""
"6168","C10544","hmdb/HMDB33280.xml","416.147117744","
  ",""
"6169","C10650","hmdb/HMDB33319.xml","370.178023942","
  ",""
"6170","C16808","hmdb/HMDB33322.xml","482.121296924","
  ",""
"6171","C08600","hmdb/HMDB33325.xml","466.126382302","
  ",""
"6172","C20046","hmdb/HMDB33341.xml","412.115817616","
  ",""
"6173","C10735","hmdb/HMDB33346.xml","290.139233133","
  ",""
"6174","C17567","hmdb/HMDB33347.xml","314.175618639","
  ",""
"6175","C10654","hmdb/HMDB33349.xml","233.068807845","
  ",""
"6176","C08506","hmdb/HMDB33351.xml","266.05475446","
  ",""
"6177","C09389","hmdb/HMDB33354.xml","325.131408101","
  ",""
"6178","C12295","hmdb/HMDB33371.xml","184.146329884","
  ",""
"6179","C17663","hmdb/HMDB33386.xml","178.099379692","
  ",""
"6180","C08283","hmdb/HMDB33433.xml","157.110278729","
  ",""
"6181","C09592","hmdb/HMDB33439.xml","413.147452095","
  ",""
"6182","C09593","hmdb/HMDB33440.xml","399.131802031","
  ",""
"6183","C10144","hmdb/HMDB33453.xml","147.089543287","
  ",""
"6184","C00436","hmdb/HMDB33458.xml","131.105862053","
  ",""
"6185","C04498","hmdb/HMDB33460.xml","276.158625904","
  ",""
"6186","C10497","hmdb/HMDB33463.xml","264.147392516","
  ",""
"6187","C10689","hmdb/HMDB33480.xml","279.089543287","
  ",""
"6188","C10755","hmdb/HMDB33481.xml","260.152477894","
  ",""
"6189","C09991","hmdb/HMDB33484.xml","177.115364107","
  ",""
"6190","C08995","hmdb/HMDB33488.xml","556.136946988","
  ",""
"6191","C16855","hmdb/HMDB33506.xml","411.080845867","
  ",""
"6192","C16856","hmdb/HMDB33507.xml","395.085931245","
  ",""
"6193","C02002","hmdb/HMDB33509.xml","491.037660423","
  ",""
"6194","C13143","hmdb/HMDB33533.xml","523.029009993","
  ",""
"6195","C16757","hmdb/HMDB33566.xml","234.02067714","
  ",""
"6196","C09952","hmdb/HMDB33590.xml","274.084123558","
  ",""
"6197","C10490","hmdb/HMDB33591.xml","162.068079564","
  ",""
"6198","C08265","hmdb/HMDB33592.xml","177.045963913","
  ",""
"6199","C17495","hmdb/HMDB33615.xml","322.214409448","
  ",""
"6200","C17496","hmdb/HMDB33616.xml","350.245709576","
  ",""
"6201","C08846","hmdb/HMDB33656.xml","392.198759384","
  ",""
"6202","C03683","hmdb/HMDB33657.xml","310.047738052","
  ",""
"6203","C02347","hmdb/HMDB33666.xml","454.162767808","
  ",""
"6204","C05230","hmdb/HMDB33669.xml","324.136159128","
  ",""
"6205","C16305","hmdb/HMDB33679.xml","593.187030764","
  ",""
"6206","C08725","hmdb/HMDB33681.xml","595.166295322","
  ",""
"6207","C08445","hmdb/HMDB33693.xml","242.167065326","
  ",""
"6208","C20209","hmdb/HMDB33695.xml","199.995702482","
  ",""
"6209","C01594","hmdb/HMDB33699.xml","247.105587281","
  ",""
"6210","C13534","hmdb/HMDB33701.xml","221.105193351","
  ",""
"6211","C01825","hmdb/HMDB33704.xml","180.063388116","
  ",""
"6212","C01875","hmdb/HMDB33713.xml","170.167065326","
  ",""
"6213","C04617","hmdb/HMDB33717.xml","192.02700261","
  ",""
"6214","C08386","hmdb/HMDB33719.xml","422.448766478","
  ",""
"6215","C13910","hmdb/HMDB33724.xml","184.146329884","
  ",""
"6216","C06413","hmdb/HMDB33731.xml","129.057849229","
  ",""
"6217","C15770","hmdb/HMDB33733.xml","181.037507717","
  ",""
"6218","C09793","hmdb/HMDB33740.xml","580.179205732","
  ",""
"6219","C03210","hmdb/HMDB33747.xml","161.068807845","
  ",""
"6220","C08251","hmdb/HMDB33748.xml","504.169034976","
  ",""
"6221","C08255","hmdb/HMDB33750.xml","212.089602866","
  ",""
"6222","C01750","hmdb/HMDB33751.xml","448.100561482","
  ",""
"6223","C01198","hmdb/HMDB33752.xml","166.062994186","
  ",""
"6224","C10048","hmdb/HMDB33762.xml","566.121296924","
  ",""
"6225","C08446","hmdb/HMDB33765.xml","172.0524295","
  ",""
"6226","C09923","hmdb/HMDB33771.xml","260.104859","
  ",""
"6227","C10429","hmdb/HMDB33776.xml","222.089208936","
  ",""
"6228","C10451","hmdb/HMDB33778.xml","208.109944378","
  ",""
"6229","C01905","hmdb/HMDB33780.xml","132.053492132","
  ",""
"6230","C10379","hmdb/HMDB33790.xml","270.05282343","
  ",""
"6231","C14499","hmdb/HMDB33792.xml","226.266051088","
  ",""
"6232","C07350","hmdb/HMDB33798.xml","210.089208936","
  ",""
"6233","C08888","hmdb/HMDB33802.xml","1224.57751236","
  ",""
"6234","C10832","hmdb/HMDB33812.xml","138.031694058","
  ",""
"6235","C08887","hmdb/HMDB33815.xml","1062.52468893","
  ",""
"6236","C10467","hmdb/HMDB33820.xml","298.047738052","Blood",""
"6237","C14693","hmdb/HMDB33826.xml","220.18271539","
  ",""
"6238","C11155","hmdb/HMDB33835.xml","212.068473494","
  ",""
"6239","C08906","hmdb/HMDB33847.xml","1048.545424372","
  ",""
"6240","C17449","hmdb/HMDB33850.xml","450.116211546","
  ",""
"6241","C10738","hmdb/HMDB33852.xml","307.120843415","
  ",""
"6242","C10739","hmdb/HMDB33853.xml","323.115758037","
  ",""
"6243","C16223","hmdb/HMDB33855.xml","432.142032366","
  ",""
"6244","C08499","hmdb/HMDB33857.xml","138.10446507","
  ",""
"6245","C08334","hmdb/HMDB33865.xml","261.121237345","
  ",""
"6246","C15562","hmdb/HMDB33871.xml","107.073499293","Blood/Urine",""
"6247","C08840","hmdb/HMDB33873.xml","412.370516158","
  ",""
"6248","C16968","hmdb/HMDB33882.xml","366.110338308","
  ",""
"6249","C14285","hmdb/HMDB33885.xml","412.370516158","
  ",""
"6250","C01403","hmdb/HMDB33895.xml","108.057514878","Urine","Breast cancer/Urine"
"6251","C10794","hmdb/HMDB33897.xml","346.250794954","
  ",""
"6252","C16941","hmdb/HMDB33898.xml","910.216773028","
  ",""
"6253","C01701","hmdb/HMDB33901.xml","338.115423686","
  ",""
"6254","C15485","hmdb/HMDB33909.xml","304.127051004","
  ",""
"6255","C07113","hmdb/HMDB33910.xml","120.057514878","
  ",""
"6256","C17671","hmdb/HMDB33911.xml","258.05282343","
  ",""
"6257","C16434","hmdb/HMDB33923.xml","131.094628665","
  ",""
"6258","C10204","hmdb/HMDB33924.xml","316.094688244","
  ",""
"6259","C03567","hmdb/HMDB33928.xml","272.068473494","
  ",""
"6260","C09060","hmdb/HMDB33930.xml","186.031694058","
  ",""
"6261","C02278","hmdb/HMDB33933.xml","184.18271539","
  ",""
"6262","C13732","hmdb/HMDB33939.xml","311.136887409","
  ",""
"6263","C08993","hmdb/HMDB33940.xml","270.089208936","
  ",""
"6264","C08449","hmdb/HMDB33941.xml","260.177630012","
  ",""
"6265","C05853","hmdb/HMDB33944.xml","122.073164942","
  ",""
"6266","C12303","hmdb/HMDB33945.xml","164.083729628","
  ",""
"6267","C17512","hmdb/HMDB33947.xml","136.063662888","
  ",""
"6268","C01733","hmdb/HMDB33951.xml","149.051049291","
  ",""
"6269","C08305","hmdb/HMDB33952.xml","100.063662888","
  ",""
"6270","C08717","hmdb/HMDB33953.xml","482.121296924","
  ",""
"6271","C14430","hmdb/HMDB33956.xml","219.945900638","
  ",""
"6272","C16942","hmdb/HMDB33960.xml","234.161979948","
  ",""
"6273","C07600","hmdb/HMDB33963.xml","162.017306322","
  ",""
"6274","C08369","hmdb/HMDB33966.xml","146.0223917","
  ",""
"6275","C01839","hmdb/HMDB33967.xml","150.068079564","
  ",""
"6276","C03098","hmdb/HMDB33969.xml","149.029919919","
  ",""
"6277","C17639","hmdb/HMDB33973.xml","578.142426296","Urine",""
"6278","C19443","hmdb/HMDB33977.xml","86.036779436","
  ",""
"6279","C19238","hmdb/HMDB33978.xml","100.0524295","
  ",""
"6280","C10207","hmdb/HMDB33983.xml","354.110338308","
  ",""
"6281","C15802","hmdb/HMDB33984.xml","450.370910088","
  ",""
"6282","C10509","hmdb/HMDB33987.xml","430.126382302","
  ",""
"6283","C09126","hmdb/HMDB33988.xml","432.10564686","
  ",""
"6284","C10216","hmdb/HMDB33991.xml","416.110732238","
  ",""
"6285","C12125","hmdb/HMDB33994.xml","268.073558872","
  ",""
"6286","C10434","hmdb/HMDB33999.xml","336.084517488","
  ",""
"6287","C10037","hmdb/HMDB34004.xml","270.05282343","
  ",""
"6288","C12134","hmdb/HMDB34014.xml","286.047738052","
  ",""
"6289","C10206","hmdb/HMDB34025.xml","354.146723814","
  ",""
"6290","C10529","hmdb/HMDB34027.xml","336.099773622","
  ",""
"6291","C14396","hmdb/HMDB34029.xml","120.093900384","
  ",""
"6292","C15511","hmdb/HMDB34041.xml","338.115423686","
  ",""
"6293","C10523","hmdb/HMDB34050.xml","336.099773622","
  ",""
"6294","C08907","hmdb/HMDB34062.xml","1048.545424372","
  ",""
"6295","C17470","hmdb/HMDB34063.xml","902.487515564","
  ",""
"6296","C08427","hmdb/HMDB34070.xml","359.034472527","
  ",""
"6297","C08425","hmdb/HMDB34071.xml","389.045037213","
  ",""
"6298","C08239","hmdb/HMDB34072.xml","504.169034976","
  ",""
"6299","C08437","hmdb/HMDB34073.xml","304.101898886","
  ",""
"6300","C11049","hmdb/HMDB34081.xml","480.345089268","
  ",""
"6301","C10422","hmdb/HMDB34087.xml","338.115423686","
  ",""
"6302","C10062","hmdb/HMDB34095.xml","628.303618384","
  ",""
"6303","C09994","hmdb/HMDB34101.xml","568.304955788","
  ",""
"6304","C10827","hmdb/HMDB34103.xml","1033.545758723","
  ",""
"6305","C01263","hmdb/HMDB34105.xml","272.068473494","
  ",""
"6306","C18587","hmdb/HMDB34106.xml","72.998619791","
  ",""
"6307","C16930","hmdb/HMDB34107.xml","134.073164942","
  ",""
"6308","C01457","hmdb/HMDB34108.xml","915.519150043","
  ",""
"6309","C10474","hmdb/HMDB34120.xml","442.18389718","
  ",""
"6310","C10452","hmdb/HMDB34121.xml","148.088815006","
  ",""
"6311","C14567","hmdb/HMDB34122.xml","206.094294314","
  ",""
"6312","C10486","hmdb/HMDB34125.xml","354.110338308","
  ",""
"6313","C10521","hmdb/HMDB34127.xml","284.068473494","Urine",""
"6314","C18080","hmdb/HMDB34130.xml","230.094294314","
  ",""
"6315","C09980","hmdb/HMDB34144.xml","258.089208936","
  ",""
"6316","C10464","hmdb/HMDB34145.xml","410.136553058","
  ",""
"6317","C13846","hmdb/HMDB34146.xml","283.287514811","
  ",""
"6318","C08723","hmdb/HMDB34147.xml","913.203862618","
  ",""
"6319","C14415","hmdb/HMDB34155.xml","76.009518828","
  ",""
"6320","C10787","hmdb/HMDB34158.xml","154.062994186","
  ",""
"6321","C12298","hmdb/HMDB34160.xml","198.161979948","
  ",""
"6322","C12293","hmdb/HMDB34163.xml","116.083729628","
  ",""
"6323","C01455","hmdb/HMDB34168.xml","92.062600256","Urine","Breast cancer/Urine"
"6324","C06202","hmdb/HMDB34170.xml","122.036779436","
  ",""
"6325","C16074","hmdb/HMDB34171.xml","117.057849229","
  ",""
"6326","C12305","hmdb/HMDB34172.xml","152.047344122","Urine",""
"6327","C10514","hmdb/HMDB34173.xml","322.120509064","
  ",""
"6328","C02018","hmdb/HMDB34176.xml","80.037448138","
  ",""
"6329","C16986","hmdb/HMDB34183.xml","424.224974134","
  ",""
"6330","C10421","hmdb/HMDB34188.xml","324.136159128","
  ",""
"6331","C02787","hmdb/HMDB34198.xml","73.089149357","
  ",""
"6332","C10820","hmdb/HMDB34202.xml","867.498020671","
  ",""
"6333","C10803","hmdb/HMDB34205.xml","1017.550844101","
  ",""
"6334","C09947","hmdb/HMDB34212.xml","230.094294314","
  ",""
"6335","C01590","hmdb/HMDB34213.xml","356.125988372","
  ",""
"6336","C10418","hmdb/HMDB34214.xml","340.13107375","
  ",""
"6337","C09993","hmdb/HMDB34216.xml","500.336255916","
  ",""
"6338","C17669","hmdb/HMDB34218.xml","358.10525293","
  ",""
"6339","C03844","hmdb/HMDB34219.xml","194.07903818","
  ",""
"6340","C08257","hmdb/HMDB34221.xml","194.07903818","
  ",""
"6341","C01925","hmdb/HMDB34229.xml","527.232638285","
  ",""
"6342","C14449","hmdb/HMDB34232.xml","92.002892489","
  ",""
"6343","C01949","hmdb/HMDB34235.xml","86.073164942","Urine",""
"6344","C08390","hmdb/HMDB34238.xml","76.034670946","
  ",""
"6345","C07083","hmdb/HMDB34240.xml","104.062600256","
  ",""
"6346","C06323","hmdb/HMDB34244.xml","129.057849229","
  ",""
"6347","C10882","hmdb/HMDB34256.xml","354.110338308","
  ",""
"6348","C09312","hmdb/HMDB34257.xml","228.07864425","
  ",""
"6349","C05669","hmdb/HMDB34259.xml","119.021857653","
  ",""
"6350","C08271","hmdb/HMDB34266.xml","202.095356946","
  ",""
"6351","C09275","hmdb/HMDB34269.xml","406.178023942","
  ",""
"6352","C09925","hmdb/HMDB34270.xml","228.07864425","
  ",""
"6353","C07606","hmdb/HMDB34271.xml","504.084517488","
  ",""
"6354","C09305","hmdb/HMDB34272.xml","186.031694058","
  ",""
"6355","C02660","hmdb/HMDB34273.xml","149.029919919","
  ",""
"6356","C13834","hmdb/HMDB34284.xml","184.219100896","
  ",""
"6357","C08384","hmdb/HMDB34288.xml","408.46950192","
  ",""
"6358","C19621","hmdb/HMDB34295.xml","332.256274262","
  ",""
"6359","C08365","hmdb/HMDB34297.xml","298.250794954","
  ",""
"6360","C16748","hmdb/HMDB34299.xml","154.02660868","
  ",""
"6361","C01746","hmdb/HMDB34301.xml","85.089149357","Urine",""
"6362","C02162","hmdb/HMDB34312.xml","246.05282343","
  ",""
"6363","C10404","hmdb/HMDB34317.xml","862.195643656","
  ",""
"6364","C16797","hmdb/HMDB34318.xml","524.110732238","
  ",""
"6365","C10681","hmdb/HMDB34319.xml","265.073893223","
  ",""
"6366","C16759","hmdb/HMDB34323.xml","161.051049291","
  ",""
"6367","C08284","hmdb/HMDB34326.xml","190.106590334","
  ",""
"6368","C01692","hmdb/HMDB34335.xml","168.042258744","
  ",""
"6369","C01752","hmdb/HMDB34344.xml","192.042258744","
  ",""
"6370","C11101","hmdb/HMDB34355.xml","126.031694058","
  ",""
"6371","C10108","hmdb/HMDB34360.xml","464.095476104","
  ",""
"6372","C10350","hmdb/HMDB34363.xml","325.152537473","
  ",""
"6373","C09269","hmdb/HMDB34376.xml","270.089208936","
  ",""
"6374","C08387","hmdb/HMDB34380.xml","410.448766478","
  ",""
"6375","C10077","hmdb/HMDB34410.xml","422.084911418","
  ",""
"6376","C10515","hmdb/HMDB34411.xml","324.136159128","
  ",""
"6377","C08833","hmdb/HMDB34418.xml","400.370516158","
  ",""
"6378","C15793","hmdb/HMDB34423.xml","448.355260024","
  ",""
"6379","C09644","hmdb/HMDB34435.xml","272.104859","
  ",""
"6380","C07593","hmdb/HMDB34436.xml","394.141638436","
  ",""
"6381","C06588","hmdb/HMDB34437.xml","154.07825032","
  ",""
"6382","C09996","hmdb/HMDB34441.xml","545.300204761","
  ",""
"6383","C17811","hmdb/HMDB34443.xml","300.063388116","
  ",""
"6384","C17810","hmdb/HMDB34444.xml","286.047738052","
  ",""
"6385","C07733","hmdb/HMDB34446.xml","170.073164942","
  ",""
"6386","C17002","hmdb/HMDB34450.xml","194.13067982","
  ",""
"6387","C03425","hmdb/HMDB34451.xml","310.28718046","
  ",""
"6388","C04486","hmdb/HMDB34453.xml","234.017306322","
  ",""
"6389","C04485","hmdb/HMDB34454.xml","276.027871008","
  ",""
"6390","C14718","hmdb/HMDB34462.xml","236.141244506","
  ",""
"6391","C02008","hmdb/HMDB34472.xml","206.13067982","
  ",""
"6392","C09517","hmdb/HMDB34474.xml","378.167853186","
  ",""
"6393","C09801","hmdb/HMDB34493.xml","212.068473494","
  ",""
"6394","C16752","hmdb/HMDB34494.xml","480.199547244","
  ",""
"6395","C17419","hmdb/HMDB34505.xml","474.370910088","
  ",""
"6396","C17422","hmdb/HMDB34506.xml","440.36543078","
  ",""
"6397","C17423","hmdb/HMDB34507.xml","472.39164553","
  ",""
"6398","C08931","hmdb/HMDB34525.xml","490.36582471","
  ",""
"6399","C08984","hmdb/HMDB34533.xml","794.44525682","
  ",""
"6400","C17543","hmdb/HMDB34534.xml","956.49808025","
  ",""
"6401","C16947","hmdb/HMDB34561.xml","226.193280076","
  ",""
"6402","C10865","hmdb/HMDB34580.xml","153.115364107","
  ",""
"6403","C08980","hmdb/HMDB34648.xml","458.375995466","
  ",""
"6404","C08983","hmdb/HMDB34649.xml","942.518815692","
  ",""
"6405","C12081","hmdb/HMDB34650.xml","912.508251006","
  ",""
"6406","C17420","hmdb/HMDB34652.xml","456.360345402","
  ",""
"6407","C08796","hmdb/HMDB34695.xml","516.308703762","
  ",""
"6408","C11382","hmdb/HMDB34697.xml","136.125200512","
  ",""
"6409","C08795","hmdb/HMDB34706.xml","560.334918512","
  ",""
"6410","C13746","hmdb/HMDB34709.xml","466.089996796","
  ",""
"6411","C17493","hmdb/HMDB34714.xml","236.177630012","
  ",""
"6412","C09404","hmdb/HMDB34723.xml","244.109944378","
  ",""
"6413","C10826","hmdb/HMDB34731.xml","415.345029689","
  ",""
"6414","C11887","hmdb/HMDB34735.xml","286.229665582","
  ",""
"6415","C11882","hmdb/HMDB34736.xml","288.245315646","
  ",""
"6416","C08505","hmdb/HMDB34739.xml","638.475769088","
  ",""
"6417","C08945","hmdb/HMDB34745.xml","800.492207012","
  ",""
"6418","C20203","hmdb/HMDB34780.xml","306.18310932","
  ",""
"6419","C18368","hmdb/HMDB34826.xml","66.958681951","
  ",""
"6420","C00094","hmdb/HMDB34829.xml","81.97246462","
  ",""
"6421","C09306","hmdb/HMDB34834.xml","63.961899934","
  ",""
"6422","C10501","hmdb/HMDB34843.xml","624.205420482","
  ",""
"6423","C18867","hmdb/HMDB34850.xml","417.006530033","
  ",""
"6424","C11125","hmdb/HMDB34852.xml","385.98187272","
  ",""
"6425","C10914","hmdb/HMDB34853.xml","225.126597495","
  ",""
"6426","C11035","hmdb/HMDB34854.xml","354.101585183","
  ",""
"6427","C18442","hmdb/HMDB34859.xml","434.041145261","
  ",""
"6428","C10990","hmdb/HMDB34860.xml","423.124878763","
  ",""
"6429","C04720","hmdb/HMDB34864.xml","211.048072403","
  ",""
"6430","C11083","hmdb/HMDB34913.xml","288.147392516","
  ",""
"6431","C08637","hmdb/HMDB34920.xml","426.386166222","
  ",""
"6432","C08934","hmdb/HMDB34925.xml","1104.535253616","
  ",""
"6433","C08933","hmdb/HMDB34926.xml","1146.545818302","
  ",""
"6434","C08794","hmdb/HMDB34927.xml","558.319268448","
  ",""
"6435","C20242","hmdb/HMDB34928.xml","136.125200512","
  ",""
"6436","C02344","hmdb/HMDB34932.xml","154.135765198","
  ",""
"6437","C00844","hmdb/HMDB34934.xml","295.105587281","
  ",""
"6438","C11673","hmdb/HMDB34942.xml","374.121296924","
  ",""
"6439","C09189","hmdb/HMDB34945.xml","804.377965116","
  ",""
"6440","C17565","hmdb/HMDB34955.xml","594.215985168","
  ",""
"6441","C08623","hmdb/HMDB34964.xml","456.360345402","
  ",""
"6442","C16927","hmdb/HMDB34968.xml","154.07825032","
  ",""
"6443","C11391","hmdb/HMDB34970.xml","136.125200512","
  ",""
"6444","C17125","hmdb/HMDB34972.xml","154.135765198","
  ",""
"6445","C01411","hmdb/HMDB34976.xml","154.135765198","
  ",""
"6446","C04273","hmdb/HMDB34981.xml","295.105587281","
  ",""
"6447","C09859","hmdb/HMDB34985.xml","152.120115134","
  ",""
"6448","C16958","hmdb/HMDB34986.xml","426.386166222","
  ",""
"6449","C17544","hmdb/HMDB34994.xml","754.486727704","
  ",""
"6450","C09723","hmdb/HMDB34997.xml","204.187800768","
  ",""
"6451","C01470","hmdb/HMDB35023.xml","578.163555668","
  ",""
"6452","C16945","hmdb/HMDB35026.xml","220.18271539","
  ",""
"6453","C08325","hmdb/HMDB35030.xml","457.158410711","
  ",""
"6454","C11865","hmdb/HMDB35041.xml","332.162373878","
  ",""
"6455","C11859","hmdb/HMDB35047.xml","346.178023942","
  ",""
"6456","C01499","hmdb/HMDB35078.xml","152.120115134","
  ",""
"6457","C13715","hmdb/HMDB35080.xml","282.161979948","
  ",""
"6458","C06394","hmdb/HMDB35084.xml","204.187800768","
  ",""
"6459","C09839","hmdb/HMDB35087.xml","136.125200512","
  ",""
"6460","C01767","hmdb/HMDB35089.xml","150.10446507","Urine",""
"6461","C09847","hmdb/HMDB35092.xml","152.120115134","
  ",""
"6462","C09849","hmdb/HMDB35093.xml","156.151415262","
  ",""
"6463","C11386","hmdb/HMDB35094.xml","156.151415262","
  ",""
"6464","C11938","hmdb/HMDB35100.xml","152.120115134","
  ",""
"6465","C09662","hmdb/HMDB35104.xml","366.167853186","
  ",""
"6466","C06082","hmdb/HMDB35140.xml","264.136159128","
  ",""
"6467","C01500","hmdb/HMDB35155.xml","154.135765198","
  ",""
"6468","C12294","hmdb/HMDB35156.xml","182.13067982","
  ",""
"6469","C09861","hmdb/HMDB35157.xml","196.146329884","
  ",""
"6470","C07271","hmdb/HMDB35158.xml","152.120115134","
  ",""
"6471","C00843","hmdb/HMDB35162.xml","154.135765198","
  ",""
"6472","C17642","hmdb/HMDB35168.xml","364.188588628","
  ",""
"6473","C09209","hmdb/HMDB35196.xml","182.08439833","
  ",""
"6474","C16753","hmdb/HMDB35208.xml","314.07903818","
  ",""
"6475","C09904","hmdb/HMDB35213.xml","164.083729628","
  ",""
"6476","C10343","hmdb/HMDB35214.xml","270.05282343","
  ",""
"6477","C02287","hmdb/HMDB35227.xml","120.005873238","
  ",""
"6478","C17268","hmdb/HMDB35243.xml","148.0524295","
  ",""
"6479","C11939","hmdb/HMDB35250.xml","150.10446507","
  ",""
